"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Black spruce","3.3",1.1,58421.4052406392,59213.9358009855,64554.9177483345
"Other species","3.3",1.1,19712.8023772109,21602.3547306433,21497.6965673614
"All species","3.3",1.2,149674.327961794,155929.944161422,167919.612416327
"Jack pine","3.3",1.2,39894.967305523,40383.4138519228,45472.5485949423
"Trembling aspen","3.3",1.2,29857.4668779764,31648.3199355105,34330.4433893083
"Black spruce","3.3",1.2,58413.7680020224,59212.7460088071,64533.6149492387
"Other species","3.3",1.2,19720.8596954836,21605.4421336587,21479.2875875368
"All species","3.3",1.3,149673.190300478,155906.571008471,167864.210534928
"Jack pine","3.3",1.3,39870.8492847591,40364.8627901159,45479.4991608183
"Trembling aspen","3.3",1.3,29867.1182241517,31642.8675244843,34306.9359324707
"Black spruce","3.3",1.3,58414.7732623259,59235.0780855568,64517.3864894918
"Other species","3.3",1.3,19736.8347470548,21617.1599529249,21464.3842942998
"All species","3.3",1.4,149711.434761413,155945.511113537,167820.781000653
"Jack pine","3.3",1.4,39856.2631595446,40356.0082292661,45487.940741889
"Trembling aspen","3.3",1.4,29892.9182422591,31651.9219389393,34285.2832586069
"Black spruce","3.3",1.4,58427.4522723849,59285.4175645685,64506.5932538504
"Other species","3.3",1.4,19762.1586644444,21637.8090079395,21453.5929435504
"All species","3.3",1.5,149799.104722038,156055.107831116,167790.347319609
"Jack pine","3.3",1.5,39854.3645518595,40359.4755729448,45497.8708156697
"Trembling aspen","3.3",1.5,29938.7034428272,31678.0417059772,34265.8537036629
"Black spruce","3.3",1.5,58454.9861384421,59367.5310388599,64501.561822308
"Other species","3.3",1.5,19798.0421234827,21667.3786228509,21447.5055411432
"All species","3.3",1.6,149945.405619807,156241.128329898,167773.858511088
"Jack pine","3.3",1.6,39868.0041038752,40377.5063361539,45509.2677258843
"Trembling aspen","3.3",1.6,30007.694359221,31723.101609662,34249.0269441533
"Black spruce","3.3",1.6,58500.4238686284,59483.9024561612,64502.5679242435
"Other species","3.3",1.6,19845.3348276846,21705.525115364,21446.662226452
"All species","3.3",1.7,150157.660801635,156505.866088008,167772.132445069
"Jack pine","3.3",1.7,39899.3715365902,40411.6819587082,45522.0848461792
"Trembling aspen","3.3",1.7,30101.9580702613,31787.9670202063,34235.1798569932
"Black spruce","3.3",1.7,58566.3693047106,59635.2797911987,64509.8183566678
"Other species","3.3",1.7,19904.4140580561,21751.5851976562,21451.514013397
"All species","3.3",1.8,150440.421768755,156847.682820657,167785.801977966
"Jack pine","3.3",1.8,39949.7137555208,40462.7304893368,45536.2466687927
"Trembling aspen","3.3",1.8,30222.0024880784,31872.307076114,34224.6698489482
"Black spruce","3.3",1.8,58654.691015571,59820.4515314242,64523.4329730164
"Other species","3.3",1.8,19975.1234341799,21804.6245263793,21462.3906281634
"All species","3.3",1.9,150794.909488628,157261.102119646,167815.269337455
"Jack pine","3.3",1.9,40019.1900416953,40530.4555712867,45551.6476507462
"Trembling aspen","3.3",1.9,30366.6152141809,31974.5968409679,34217.8162253299
"Black spruce","3.3",1.9,58766.3074234979,60036.3189930542,64543.429374951
"Other species","3.3",1.9,20056.7751973886,21863.5136950951,21479.4773061639
"All species","3.3",2,151218.88789902,157737.42467519,167860.673381574
"Jack pine","3.3",2,40106.8907549605,40613.7959324695,45568.1538707386
"Trembling aspen","3.3",2,30532.9903690707,32092.3057370193,34214.8807063325
"Black spruce","3.3",2,58901.0837159871,60278.2482274031,64569.713266693
"Other species","3.3",2,20148.2164145341,21927.0179400837,21502.8029771395
"All species","3.4",0,150470.701933557,158072.769951569,169201.257658157
"Jack pine","3.4",0,40253.6594020151,40723.0781560421,45489.90283254
"Trembling aspen","3.4",0,30110.3755825523,32079.4816337432,34665.4359178579
"Black spruce","3.4",0,58627.8487507974,59784.4997916243,65029.1546366036
"Other species","3.4",0,19823.366303315,21904.2046243532,21803.6949772381
"All species","3.4",0.1,150418.911980225,157866.779253601,169067.864609606
"Jack pine","3.4",0.1,40237.0569141183,40704.1209847584,45481.0139767297
"Trembling aspen","3.4",0.1,30095.070069073,32042.7410973193,34638.3183139097
"Black spruce","3.4",0.1,58612.7051615005,59722.6583881001,64975.6506014339
"Other species","3.4",0.1,19812.2525047093,21865.8676015479,21774.2229942314
"All species","3.4",0.2,150363.082495796,157657.450223808,168937.51011074
"Jack pine","3.4",0.2,40218.4350287272,40683.4877086698,45473.0771643403
"Trembling aspen","3.4",0.2,30078.5486092029,32005.0574438993,34610.7933869438
"Black spruce","3.4",0.2,58596.6602004749,59660.2274683796,64923.5689226162
"Other species","3.4",0.2,19800.538073002,21827.6440084155,21744.6241763727
"All species","3.4",0.3,150303.062340921,157445.703848906,168810.688973274
"Jack pine","3.4",0.3,40197.5680674533,40660.9967330771,45466.1884598574
"Trembling aspen","3.4",0.3,30060.7541478786,31966.4582418933,34582.9292396122
"Black spruce","3.4",0.3,58579.6614523137,59597.5181845671,64873.1569480694
"Other species","3.4",0.3,19788.3472167739,21789.9846428972,21715.0037071709
"All species","3.4",0.4,150238.845586042,157232.905202202,168687.918769951
"Jack pine","3.4",0.4,40174.2502628529,40636.498795104,45460.4332530965
"Trembling aspen","3.4",0.4,30041.6836112306,31927.0535595836,34554.80613122
"Black spruce","3.4",0.4,58561.6914677402,59534.9943720038,64824.6807541302
"Other species","3.4",0.4,19775.8693600353,21753.4600215785,21685.5008990019
"All species","3.4",0.5,150170.662646481,157020.95246547,168569.744523978
"Jack pine","3.4",0.5,40148.325656451,40609.9092530696,45455.8858535462
"Trembling aspen","3.4",0.5,30021.4252112426,31887.0687564703,34526.5192043127
"Black spruce","3.4",0.5,58542.793859055,59473.3218970943,64778.4248711752
"Other species","3.4",0.5,19763.3792691034,21718.7556261038,21656.2907546386
"All species","3.4",0.6,150099.109409182,156812.405526634,168456.745430433
"Jack pine","3.4",0.6,40119.732930212,40581.2540064133,45452.6098221786
"Trembling aspen","3.4",0.6,30000.2104787578,31846.8854394261,34498.1814155711
"Black spruce","3.4",0.6,58523.1111199798,59413.4455242363,64734.6922822447
"Other species","3.4",0.6,19751.2614623415,21686.6609590606,21627.5863914607
"All species","3.4",0.7,150025.322693674,156610.658540496,168349.543639456
"Jack pine","3.4",0.7,40088.5688931167,40550.7306953562,45450.6589244015
"Trembling aspen","3.4",0.7,29978.4835081172,31807.0927398687,34469.9264340274
"Black spruce","3.4",0.7,58502.9369433199,59356.6928393696,64693.8047590451
"Other species","3.4",0.7,19740.0382344185,21658.0528463853,21599.6429115747
"All species","3.4",0.8,149951.205433824,156420.140942847,168248.814513484
"Jack pine","3.4",0.8,40055.1721602615,40518.7841433212,45450.0785503442
"Trembling aspen","3.4",0.8,29956.9886817869,31768.5498179704,34441.911362486
"Black spruce","3.4",0.8,58482.7843775676,59304.8928809265,64656.1031132127
"Other species","3.4",0.8,19730.3990781001,21633.8711593883,21572.7627198573
"All species","3.4",0.9,149879.692074359,156246.511130303,168155.297026852
"Jack pine","3.4",0.9,40020.2231669273,40486.1902334302,45450.9074038941
"Trembling aspen","3.4",0.9,29936.8746708329,31732.4562222927,34414.3193076891
"Black spruce","3.4",0.9,58463.4675605177,59260.4857431513,64621.9464435779
"Other species","3.4",0.9,19723.2265479313,21615.085003729,21547.3016375673
"All species","3.4",1,149815.021290789,156096.786179628,168069.802139163
"Jack pine","3.4",1,39984.8475584038,40454.1349218349,45453.1791877251
"Trembling aspen","3.4",1,29919.8045311743,31700.4180352149,34387.3618988585
"Black spruce","3.4",1,58446.1883904073,59226.5910440593,64591.7093075782
"Other species","3.4",1,19719.609722027,21602.6489966704,21523.6743479156
"All species","3.4",1.1,149762.952286628,155979.328563357,167993.216100661
"Jack pine","3.4",1.1,39950.6988025951,40424.2656399392,45456.9238875192
"Trembling aspen","3.4",1.1,29908.0480367356,31674.4852741673,34361.2816332293
"Black spruce","3.4",1.1,58432.6109659305,59206.9977336051,64565.7761264268
"Other species","3.4",1.1,19720.8328703329,21597.4503542797,21502.3567140007
"All species","3.4",1.2,149730.834783952,155903.597635772,167926.495034193
"Jack pine","3.4",1.2,39919.9869982634,40398.6855983908,45462.1680927881
"Trembling aspen","3.4",1.2,29904.5157712724,31657.1251863452,34336.353416645
"Black spruce","3.4",1.2,58424.8986950743,59206.0361083783,64544.5328212482
"Other species","3.4",1.2,19728.3271658111,21600.2478903116,21483.88174682
"All species","3.4",1.3,149727.439584979,155879.593784826,167870.647398365
"Jack pine","3.4",1.3,39895.4203170246,40379.8648158946,45468.9336823481
"Trembling aspen","3.4",1.3,29912.6835133903,31651.0964972937,34312.8841900132
"Black spruce","3.4",1.3,58425.6862593172,59228.3016489251,64528.356153749
"Other species","3.4",1.3,19743.5804243191,21611.6060356298,21468.8263168479
"All species","3.4",1.4,149762.488952031,155916.991761061,167826.702639715
"Jack pine","3.4",1.4,39880.0378430021,40370.4585502668,45477.2343694832
"Trembling aspen","3.4",1.4,29936.3627385725,31659.2089944607,34291.2095262934
"Black spruce","3.4",1.4,58437.9653389689,59278.2275007654,64517.6012050943
"Other species","3.4",1.4,19768.0119360749,21631.8316016748,21457.7875779155
"All species","3.4",1.5,149845.891684646,156024.060953247,167795.667271186
"Jack pine","3.4",1.5,39876.9376237478,40373.049582676,45487.0702191912
"Trembling aspen","3.4",1.5,29979.3078466651,31683.9888991735,34271.6866655047
"Black spruce","3.4",1.5,58464.8799101283,59359.547598252,64512.5870861977
"Other species","3.4",1.5,19802.8297286025,21660.9251604512,21451.3508207464
"All species","3.4",1.6,149986.76993475,156206.564152093,167778.472496758
"Jack pine","3.4",1.6,39888.9355813026,40389.8559262823,45498.4211273793
"Trembling aspen","3.4",1.6,30044.7079271035,31727.3098476451,34254.68419279
"Black spruce","3.4",1.6,58509.4499490154,59474.7421989753,64513.5808593302
"Other species","3.4",1.6,19848.8924039115,21698.5589832441,21450.0526937115
"All species","3.4",1.7,150192.437229304,156466.871819619,167775.919073394
"Jack pine","3.4",1.7,39918.2187554505,40422.4609064802,45511.2408469313
"Trembling aspen","3.4",1.7,30134.6674015613,31790.0739914413,34240.5688906634
"Black spruce","3.4",1.7,58574.2639485023,59624.5896634939,64520.7801611668
"Other species","3.4",1.7,19906.598587829,21744.0890928072,21454.3446221295
"All species","3.4",1.8,150467.521377691,156803.501730545,167788.625225242
"Jack pine","3.4",1.8,39966.0676170695,40471.6220678989,45525.4530571138
"Trembling aspen","3.4",1.8,30249.8061195208,31872.0247724574,34229.6901915423
"Black spruce","3.4",1.8,58661.1929450709,59807.9417317872,64534.2960481301
"Other species","3.4",1.8,19975.8247025273,21796.6018806353,21464.5610536573
"All species","3.4",1.9,150813.404698537,157211.195737396,167816.982803507
"Jack pine","3.4",1.9,40032.7089432524,40537.1975361859,45540.9503051385
"Trembling aspen","3.4",1.9,30389.0879684277,31971.740803028,34222.3626572646
"Black spruce","3.4",1.9,58771.1771585246,60021.788068463,64554.1385579155
"Other species","3.4",1.9,20055.9243847237,21854.9879656493,21480.8963140256
"All species","3.4",2,151228.082186397,157681.507563661,167861.126029223
"Jack pine","3.4",2,40117.326141911,40618.1986786473,45557.595847205
"Trembling aspen","3.4",2,30549.9233890338,32086.810171993,34218.8474326326
"Black spruce","3.4",2,58904.1212843499,60261.595822834,64580.2077959206
"Other species","3.4",2,20145.7904753498,21918.0299965452,21503.3924720058
"All species","3.5",0,150528.637872356,158030.340185724,169211.649655414
"Jack pine","3.5",0,40275.8904356554,40735.1115841096,45483.9169634766
"Trembling aspen","3.5",0,30156.5514323488,32084.6310134534,34668.8675512899
"Black spruce","3.5",0,58637.977020089,59770.7449241644,65039.0769160272
"Other species","3.5",0,19832.6073819966,21899.626169669,21806.4617317994
"All species","3.5",0.1,150477.411697659,157826.224245641,169078.127337429
"Jack pine","3.5",0.1,40259.5619584494,40716.4719237273,45474.6492370971
"Trembling aspen","3.5",0.1,30141.5536918272,32048.407305527,34641.9918888242
"Black spruce","3.5",0.1,58623.0018307912,59709.6103884412,64985.7135650636
"Other species","3.5",0.1,19821.5809348885,21861.3935502978,21777.2076629712
"All species","3.5",0.2,150422.152069114,157618.85606292,168947.611986354
"Jack pine","3.5",0.2,40241.2340327542,40696.1736652147,45466.3215655968
"Trembling aspen","3.5",0.2,30125.3480258188,32011.2527038348,34614.7123776467
"Black spruce","3.5",0.2,58607.1329862981,59647.9239121189,64933.7578411314
"Other species","3.5",0.2,19809.9466440965,21823.273641483,21747.837653049
"All species","3.5",0.3,150362.699418608,157409.145308851,168820.60302825
"Jack pine","3.5",0.3,40220.6809548618,40674.0355684947,45459.0351101655
"Trembling aspen","3.5",0.3,30107.8736855131,31973.1915653492,34587.095260824
"Black spruce","3.5",0.3,58590.3179001865,59585.994863496,64883.457158494
"Other species","3.5",0.3,19797.8243233414,21785.7131754363,21718.4530242669
"All species","3.5",0.4,150299.035050808,157198.437947299,168697.621857055
"Jack pine","3.5",0.4,40197.6955473916,40649.9074635547,45452.8804608641
"Trembling aspen","3.5",0.4,30089.1212004765,31934.328462564,34559.2184370599
"Black spruce","3.5",0.4,58572.5383057525,59524.2829140773,64835.0782991867
"Other species","3.5",0.4,19785.397649987,21749.2771638863,21689.1880300402
"All species","3.5",0.5,150231.370485579,156988.603236141,168579.21621742
"Jack pine","3.5",0.5,40172.1182464767,40623.7017831262,45447.9370205438
"Trembling aspen","3.5",0.5,30069.1683702159,31894.8801669085,34531.1741700975
"Black spruce","3.5",0.5,58553.8359576972,59463.4463265873,64788.9071312548
"Other species","3.5",0.5,19772.9339822849,21714.644149882,21660.211440629
"All species","3.5",0.6,150160.274148502,156782.159848852,168465.966770287
"Jack pine","3.5",0.6,40143.8807820603,40595.4384382586,45444.2732252027
"Trembling aspen","3.5",0.6,30048.2305011574,31855.215582428,34503.0720363599
"Black spruce","3.5",0.6,58534.3498905005,59404.417469045,64745.2485014823
"Other species","3.5",0.6,19760.8084296195,21682.5954166227,21631.7290260641
"All species","3.5",0.7,150086.843637584,156582.445463678,168358.49582048
"Jack pine","3.5",0.7,40113.0681060764,40565.3046682072,45441.9474857819
"Trembling aspen","3.5",0.7,30026.7272941633,31815.9057518774,34475.0418562095
"Black spruce","3.5",0.7,58514.3679725903,59348.5051157638,64704.426361294
"Other species","3.5",0.7,19749.5315366079,21653.9985916605,21603.9874978646
"All species","3.5",0.8,150012.926971077,156393.81457639,168257.477529564
"Jack pine","3.5",0.8,40080.0001126005,40533.7288868934,45441.0096692656
"Trembling aspen","3.5",0.8,30005.3676553192,31777.7848699405,34447.2364285182
"Black spruce","3.5",0.8,58494.3940891606,59297.5113473533,64666.7837148192
"Other species","3.5",0.8,19739.7784254957,21629.78383553,21577.2799051378
"All species","3.5",0.9,149941.383645862,156221.829457002,168163.648196448
"Jack pine","3.5",0.9,40045.3294669125,40501.4629057326,45441.5028756299
"Trembling aspen","3.5",0.9,29985.2504392294,31742.0191173958,34419.8340504463
"Black spruce","3.5",0.9,58475.2287456996,59253.8396761679,64632.6814971089
"Other species","3.5",0.9,19732.4145583462,21610.9106835842,21551.9518494688
"All species","3.5",1,149876.353508561,156073.388867623,168077.814400143
"Jack pine","3.5",1,40010.1430337035,40469.6596189415,45443.4651923333
"Trembling aspen","3.5",1,29967.9715655153,31710.1717072008,34393.0408940191
"Black spruce","3.5",1,58458.0546174082,59220.5628718886,64602.4953498972
"Other species","3.5",1,19728.5094664349,21598.3251668418,21528.407093945
"All species","3.5",1.1,149823.471299237,155956.717274856,168000.855995437
"Jack pine","3.5",1.1,39976.0435318632,40439.9240284478,45446.9309936788
"Trembling aspen","3.5",1.1,29955.7148811306,31684.2404247309,34367.0931313116
"Black spruce","3.5",1.1,58444.5101902224,59201.4137279979,64576.6096485005
"Other species","3.5",1.1,19729.3263023426,21592.9079123301,21507.1101584047
"All species","3.5",1.2,149789.939147277,155881.124312439,167933.720402492
"Jack pine","3.5",1.2,39945.1794106902,40414.3089148106,45451.9311993436
"Trembling aspen","3.5",1.2,29951.288161616,31666.6333735225,34342.2582437203
"Black spruce","3.5",1.2,58436.7268498159,59200.6604379301,64555.4088198946
"Other species","3.5",1.2,19736.2752622634,21595.4142662921,21488.5827260027
"All species","3.5",1.3,149784.36598057,155856.463700456,167877.404922212
"Jack pine","3.5",1.3,39920.1903432417,40395.229652594,45458.4918115886
"Trembling aspen","3.5",1.3,29958.0548964346,31660.0489399644,34318.8345154762
"Black spruce","3.5",1.3,58437.3021077886,59222.8367200885,64539.2664674391
"Other species","3.5",1.3,19750.8258838625,21606.4094117436,21473.3909758936
"All species","3.5",1.4,149816.314085588,155892.287551948,167832.925514849
"Jack pine","3.5",1.4,39904.0475002468,40385.2889701613,45466.6302372867
"Trembling aspen","3.5",1.4,29979.7190303206,31667.2445344337,34297.1477105975
"Black spruce","3.5",1.4,58449.1882289328,59272.3232942096,64528.5327827321
"Other species","3.5",1.4,19774.3849949491,21626.205958459,21462.1227867291
"All species","3.5",1.5,149895.556603906,155996.790530229,167801.273381718
"Jack pine","3.5",1.5,39899.7917640957,40387.0273310151,45476.3495425461
"Trembling aspen","3.5",1.5,30019.9524630277,31690.7133302588,34277.5444763779
"Black spruce","3.5",1.5,58475.4920486355,59352.8213509255,64523.5203889917
"Other species","3.5",1.5,19808.1570846819,21654.8155835713,21455.3564532943
"All species","3.5",1.6,150031.129377027,156175.729678816,167783.363521168
"Jack pine","3.5",1.6,39910.2036279537,40402.6388381851,45487.631683969
"Trembling aspen","3.5",1.6,30081.9091785277,31732.3260726137,34260.3826885227
"Black spruce","3.5",1.6,58519.2042475767,59466.8072940523,64524.4886343688
"Other species","3.5",1.6,19853.0085309666,21691.9264534969,21453.6247411852
"All species","3.5",1.7,150230.330971068,156431.550521432,167779.980920491
"Jack pine","3.5",1.7,39937.4654648964,40433.7074812417,45500.4313564478
"Trembling aspen","3.5",1.7,30167.7237589284,31793.0189611083,34246.0192156685
"Black spruce","3.5",1.7,58582.8973952283,59615.0896482784,64531.6268227794
"Other species","3.5",1.7,19909.3580456271,21736.9139625349,21457.378986128
"All species","3.5",1.8,150497.858532585,156762.92471968,167791.730070254
"Jack pine","3.5",1.8,39982.8881729989,40481.0183455278,45514.6719901097
"Trembling aspen","3.5",1.8,30278.1180095774,31872.6063373115,34234.7954299368
"Black spruce","3.5",1.8,58668.4441140987,59796.5832078776,64545.0378375742
"Other species","3.5",1.8,19977.1136034081,21788.8854413877,21466.9577551567
"All species","3.5",1.9,150835.247694524,157164.81044337,167818.992774242
"Jack pine","3.5",1.9,40046.7621441563,40544.4816069681,45530.2447336676
"Trembling aspen","3.5",1.9,30412.220952081,31969.7668653122,34227.0207591663
"Black spruce","3.5",1.9,58776.8053146976,60008.3659290989,64564.7245285811
"Other species","3.5",1.9,20055.6691595398,21846.7518828444,21482.5637784404
"All species","3.5",2,151240.716494926,157629.013238171,167861.898328492
"Jack pine","3.5",2,40128.3597989557,40623.1787299394,45547.0104364416
"Trembling aspen","3.5",2,30567.6490683599,32082.204370968,34222.9550758103
"Black spruce","3.5",2,58907.9240177973,60246.0062514196,64590.581523879
"Other species","3.5",2,20143.9625690286,21909.3138138659,21504.2515236307
"All species","3.6",0,150588.73147188,157991.58519473,169222.504217564
"Jack pine","3.6",0,40298.2593845622,40747.508459154,45478.1572675082
"Trembling aspen","3.6",0,30202.2761847553,32090.3850990605,34672.2857005093
"Black spruce","3.6",0,58648.7650206319,59758.3660217276,65049.0371314601
"Other species","3.6",0,19842.2036034035,21895.3446911038,21809.3007496327
"All species","3.6",0.1,150538.068536772,157789.369208827,169088.860351908
"Jack pine","3.6",0.1,40282.1994357983,40729.1802642861,45468.5166325443
"Trembling aspen","3.6",0.1,30187.5791511325,32054.6780546884,34645.6496033606
"Black spruce","3.6",0.1,58633.9572668436,59697.9415699671,64995.8158880995
"Other species","3.6",0.1,19831.2660264988,21857.2242019272,21780.2598732254
"All species","3.6",0.2,150483.379873771,157583.984108568,168958.188492135
"Jack pine","3.6",0.2,40264.1599281205,40709.2107503876,45459.8019327088
"Trembling aspen","3.6",0.2,30171.6827217905,32018.0522899648,34618.6133701303
"Black spruce","3.6",0.2,58618.2636302471,59637.0013146909,64943.9870677149
"Other species","3.6",0.2,19819.7140460999,21819.2154519048,21751.1143416637
"All species","3.6",0.3,150424.497893481,157376.32796556,168830.992591889
"Jack pine","3.6",0.3,40243.9152189845,40687.4190652732,45452.1192966503
"Trembling aspen","3.6",0.3,30154.5227469514,31980.5290522937,34591.2414875259
"Black spruce","3.6",0.3,58601.6313755046,59575.852686844,64893.7978538678
"Other species","3.6",0.3,19807.6632180664,21781.7610600943,21721.961905291
"All species","3.6",0.4,150361.391632352,157167.727361675,168707.797886025
"Jack pine","3.6",0.4,40221.2568554244,40663.6541981618,45445.5644760746
"Trembling aspen","3.6",0.4,30136.0837802821,31942.2075600686,34563.6095865413
"Black spruce","3.6",0.4,58584.041447668,59514.9510474608,64845.5153983329
"Other species","3.6",0.4,19795.2916296116,21745.4204774781,21692.9320472709
"All species","3.6",0.5,150294.25432432,156960.0223796,168589.154924018
"Jack pine","3.6",0.5,40196.0218722804,40637.8257714153,45440.2219945976
"Trembling aspen","3.6",0.5,30116.4338085904,31903.2961903117,34535.8071240074
"Black spruce","3.6",0.5,58565.5337832488,59454.9469291952,64799.4265564776
"Other species","3.6",0.5,19782.8594057749,21710.8652357568,21664.1875788174
"All species","3.6",0.6,150223.627683249,156755.690248391,168475.645942236
"Jack pine","3.6",0.6,40168.1353521201,40609.9478932246,45436.1652242654
"Trembling aspen","3.6",0.6,30095.7727610822,31864.1514038935,34507.940341387
"Black spruce","3.6",0.6,58546.2440119214,59396.76019806,64755.8377057293
"Other species","3.6",0.6,19770.7324368058,21678.8683005957,21635.9271731995
"All species","3.6",0.7,150150.571011363,156558.011957494,168367.893522774
"Jack pine","3.6",0.7,40137.6708360145,40580.1976854897,45433.45728631
"Trembling aspen","3.6",0.7,30074.4971265603,31825.3264963423,34480.1352346602
"Black spruce","3.6",0.7,58526.4542538055,59341.6807215521,64715.0746974242
"Other species","3.6",0.7,19759.4097155398,21650.2879715225,21608.3893777687
"All species","3.6",0.8,150076.878553155,156371.266874719,168266.570784728
"Jack pine","3.6",0.8,40104.9301347159,40548.9875670228,45432.1525741019
"Trembling aspen","3.6",0.8,30053.2819515967,31787.6311371706,34452.5403231606
"Black spruce","3.6",0.8,58506.6593369101,59291.4835264666,64677.4825398511
"Other species","3.6",0.8,19749.5521892145,21626.044535846,21581.8580891006
"All species","3.6",0.9,150005.336249562,156200.921005266,168172.411601967
"Jack pine","3.6",0.9,40070.5390240807,40517.0458555445,45432.2986138069
"Trembling aspen","3.6",0.9,30033.178425501,31752.1986939443,34425.3291543823
"Black spruce","3.6",0.9,58487.6462798479,59248.5354453389,64643.4239453565
"Other species","3.6",0.9,19742.0084019638,21607.0877674679,21556.6688671455
"All species","3.6",1,149939.986762664,156053.754747241,168086.218588706
"Jack pine","3.6",1,40035.5467468016,40485.4931471607,45433.9378985121
"Trembling aspen","3.6",1,30015.7180743042,31720.5501828166,34398.7025795717
"Black spruce","3.6",1,58470.5787266119,59215.8623131662,64613.2757451854
"Other species","3.6",1,19737.8284634655,21594.3548993391,21533.2146992675
"All species","3.6",1.1,149886.342197271,155937.854624899,168008.865855947
"Jack pine","3.6",1.1,40001.506698678,40455.8929568431,45437.1092244877
"Trembling aspen","3.6",1.1,30003.0020979851,31694.6319192178,34372.8906911906
"Black spruce","3.6",1.1,58457.069788262,59197.1407126916,64587.4225652644
"Other species","3.6",1.1,19738.2544436467,21588.7197461422,21511.9488578854
"All species","3.6",1.2,149851.458912567,155862.380692242,167941.293054716
"Jack pine","3.6",1.2,39970.5072792676,40430.2486951269,45441.8479173713
"Trembling aspen","3.6",1.2,29997.7390194529,31676.7936229021,34348.1539115613
"Black spruce","3.6",1.2,58449.2190966904,59196.5767217102,64566.2478392811
"Other species","3.6",1.2,19744.6754526143,21590.9339601655,21493.3817270942
"All species","3.6",1.3,149843.785431821,155837.040085051,167884.487550982
"Jack pine","3.6",1.3,39945.1212298417,40410.9221342179,45448.1842541764
"Trembling aspen","3.6",1.3,30003.1833109915,31669.6739154034,34324.7823345493
"Black spruce","3.6",1.3,58449.5872544691,59218.6423069793,64550.1227087849
"Other species","3.6",1.3,19758.5424376996,21601.5632553554,21478.0687384445
"All species","3.6",1.4,149872.724683576,155871.262075131,167839.453286729
"Jack pine","3.6",1.4,39928.2530212036,40400.4642859532,45456.1395902947
"Trembling aspen","3.6",1.4,30022.9335014327,31675.9779441571,34303.0924346056
"Black spruce","3.6",1.4,58461.0872985211,59267.6657453616,64539.3933311577
"Other species","3.6",1.4,19781.2492000688,21620.925836419,21466.5883399702
"All species","3.6",1.5,149947.913345746,155973.165851206,167807.167764287
"Jack pine","3.6",1.5,39922.8868478185,40401.3736308039,45465.7203644915
"Trembling aspen","3.6",1.5,30060.5788995503,31698.1651797923,34283.4207691137
"Black spruce","3.6",1.5,58486.7889509338,59347.3153760715,64534.3667892319
"Other species","3.6",1.5,19813.9958547162,21649.044321968,21459.5115676287
"All species","3.6",1.6,150078.298232904,156148.501252983,167788.53138022
"Jack pine","3.6",1.6,39931.7671749449,40415.82000038,45476.9110721834
"Trembling aspen","3.6",1.6,30119.2351935915,31738.1018281377,34266.1149099111
"Black spruce","3.6",1.6,58529.6533743284,59460.0635135075,64535.2956663805
"Other species","3.6",1.6,19857.6554775643,21685.6226821867,21457.3669316269
"All species","3.6",1.7,150271.158119134,156399.786756043,167784.314761618
"Jack pine","3.6",1.7,39957.0698664551,40445.3868885837,45489.6679010894
"Trembling aspen","3.6",1.7,30201.0605317759,31796.7554906107,34251.5220399612
"Black spruce","3.6",1.7,58592.2366806776,59606.748507649,64542.3617874185
"Other species","3.6",1.7,19912.6656343767,21730.0557009683,21460.6051990589
"All species","3.6",1.8,150531.252780637,156725.845463189,167795.109697298
"Jack pine","3.6",1.8,40000.1332639183,40490.8850331731,45503.9146051903
"Trembling aspen","3.6",1.8,30306.8692802644,31874.0080587981,34239.9754541551
"Black spruce","3.6",1.8,58676.4122309118,59786.3478620668,64555.6605358528
"Other species","3.6",1.8,19978.9646044548,21781.4718049591,21469.5684798816
"All species","3.6",1.9,150860.263293605,157121.849590226,167821.288456943
"Jack pine","3.6",1.9,40061.3076285781,40552.2742866407,45519.5414745819
"Trembling aspen","3.6",1.9,30435.9448826667,31968.634745712,34231.7791403696
"Black spruce","3.6",1.9,58783.160540538,59996.0276142331,64575.1880121853
"Other species","3.6",1.9,20055.9855589875,21838.8026644792,21484.4672512071
"All species","3.6",2,151256.622753222,157579.854948268,167862.975335981
"Jack pine","3.6",2,40139.9504470026,40628.703704287,45536.4074100676
"Trembling aspen","3.6",2,30586.0997624338,32078.4521022452,34227.1910934141
"Black spruce","3.6",2,58912.4617755828,60231.4575477392,64600.833555148
"Other species","3.6",2,20142.7105558487,21900.867115832,21505.3676673877
"All species","3.7",0,150650.828372132,157956.385334169,169233.810249308
"Jack pine","3.7",0,40320.7345725135,40760.2361611832,45472.6215562439
"Trembling aspen","3.7",0,30247.522568443,32096.7049574492,34675.6897131582
"Black spruce","3.7",0,58660.1831268207,59747.3253151495,65059.0326101982
"Other species","3.7",0,19852.131778046,21891.3535780719,21812.2100795552
"All species","3.7",0.1,150600.727417795,157756.091585949,169100.05366715
"Jack pine","3.7",0.1,40304.9377021073,40742.2134030044,45462.6148329077
"Trembling aspen","3.7",0.1,30233.119197814,32061.5136283874,34649.2906454312
"Black spruce","3.7",0.1,58645.5417203133,59687.6134299935,65005.9549467517
"Other species","3.7",0.1,19841.2843966211,21853.352721486,21783.3775237194
"All species","3.7",0.2,150546.609983264,157552.708885327,168969.230864348
"Jack pine","3.7",0.2,40287.1810842841,40722.5663745344,45453.5178825417
