"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Other species","2.3",0.3,19715.914705373,21859.9805585705,21682.0471195773
"All species","2.3",0.4,149773.951190911,157898.39754523,168613.507604088
"Jack pine","2.3",0.4,39936.2078366566,40522.9813236802,45558.0068355471
"Trembling aspen","2.3",0.4,29501.8799290515,31900.9521123682,34505.5473508591
"Black spruce","2.3",0.4,58495.4185616967,59755.3073815742,64713.2345442519
"Other species","2.3",0.4,19703.2345015822,21823.0077651827,21649.9037386114
"All species","2.3",0.5,149701.14798175,157664.909655865,168497.046943824
"Jack pine","2.3",0.5,39906.1780095488,40491.7561791759,45557.3187027154
"Trembling aspen","2.3",0.5,29478.2591361889,31855.4420720342,34474.6096758729
"Black spruce","2.3",0.5,58474.41451836,59684.4688065548,64665.6788326821
"Other species","2.3",0.5,19690.9003360476,21788.0115359047,21618.200029459
"All species","2.3",0.6,149625.968805871,157434.677218278,168385.754606957
"Jack pine","2.3",0.6,39873.4511100721,40458.3904124409,45557.6719984956
"Trembling aspen","2.3",0.6,29454.2389684233,31809.9756910595,34443.7264727562
"Black spruce","2.3",0.6,58452.6312115918,59615.1597884247,64620.6147841178
"Other species","2.3",0.6,19679.411732967,21755.8605387525,21587.2440622532
"All species","2.3",0.7,149550.04096474,157211.662636581,168280.272208195
"Jack pine","2.3",0.7,39838.2863055696,40423.2136740606,45559.0745146915
"Trembling aspen","2.3",0.7,29430.626841762,31765.354416072,34413.076777353
"Black spruce","2.3",0.7,58430.4309059705,59548.8944130091,64578.3320899753
"Other species","2.3",0.7,19669.4309520746,21727.5192325636,21557.3961083726
"All species","2.3",0.8,149475.939804405,157001.058269053,168181.319737436
"Jack pine","2.3",0.8,39801.2730931075,40386.8768667705,45561.5269977132
"Trembling aspen","2.3",0.8,29408.6845704663,31722.7282833535,34382.8726388984
"Black spruce","2.3",0.8,58408.4331104826,59487.7728446297,64539.149411009
"Other species","2.3",0.8,19661.8142762053,21704.0186817812,21529.0728375638
"All species","2.3",0.9,149407.502100841,156809.512990148,168089.711509004
"Jack pine","2.3",0.9,39763.4586922176,40350.4564759676,45565.0247413328
"Trembling aspen","2.3",0.9,29390.2741912514,31683.6843942121,34353.3644026705
"Black spruce","2.3",0.9,58387.6090471747,59434.6080965486,64503.419853687
"Other species","2.3",0.9,19657.6373090974,21686.4160858187,21502.751754028
"All species","2.3",1,149350.138981423,156645.278272718,168006.370471254
"Jack pine","2.3",1,39726.4750097252,40315.5498455242,45569.5599672306
"Trembling aspen","2.3",1,29378.0024647937,31650.326053916,34324.8460442335
"Black spruce","2.3",1,58369.3808021527,59393.0041557002,64471.5338925836
"Other species","2.3",1,19658.2032063277,21675.7425725858,21478.9739985119
"All species","2.3",1.1,149311.064432628,156518.173567692,167932.336232933
"Jack pine","2.3",1.1,39692.6302085072,40284.3303962185,45575.1246766088
"Trembling aspen","2.3",1.1,29375.320765998,31625.3073673415,34297.6597045301
"Black spruce","2.3",1.1,58355.7042188662,59367.3390162409,64443.9181070482
"Other species","2.3",1.1,19665.0186850314,21672.9401241042,21458.3425925048
"All species","2.3",1.2,149299.322798752,156439.254182782,167868.761148995
"Jack pine","2.3",1.2,39664.9178641379,40259.5226973271,45581.7132575347
"Trembling aspen","2.3",1.2,29386.5117043713,31611.7736878981,34272.1978013734
"Black spruce","2.3",1.2,58349.1049711564,59362.6036389208,64421.0288460118
"Other species","2.3",1.2,19679.7235513449,21678.7893185406,21441.5125023675
"All species","2.3",1.3,149325.497404743,156420.092393057,167816.889107527
"Jack pine","2.3",1.3,39646.8975168308,40244.2621836,45589.3237882643
"Trembling aspen","2.3",1.3,29416.4817015348,31613.160531223,34248.9005172093
"Black spruce","2.3",1.3,58352.6340237934,59384.0595025832,64403.3406240718
"Other species","2.3",1.3,19703.9691778198,21693.8325545775,21429.1694756131
"All species","2.3",1.4,149401.030097748,156471.673701848,167778.013917089
"Jack pine","2.3",1.4,39642.4213891502,40241.8288564921,45597.956967641
"Trembling aspen","2.3",1.4,29470.3020932085,31632.8339303887,34228.2466730531
"Black spruce","2.3",1.4,58369.7172706016,59436.7130557858,64391.3293291509
"Other species","2.3",1.4,19739.2572700285,21718.3032978114,21421.9969447765
"All species","2.3",1.5,149537.175190657,156603.044735017,167753.418195421
"Jack pine","2.3",1.5,39655.2228394161,40255.2827344329,45607.6121852643
"Trembling aspen","2.3",1.5,29552.5141124868,31673.6111789909,34210.7371883909
"Black spruce","2.3",1.5,58403.8958671324,59524.6638651265,64385.4503876384
"Other species","2.3",1.5,19786.7638263395,21752.0764655163,21420.633610793
"All species","2.3",1.6,149743.726446704,156819.97284989,167744.297996348
"Jack pine","2.3",1.6,39688.4318320297,40287.0665258343,45618.2812842915
"Trembling aspen","2.3",1.6,29666.3199861135,31737.2611417655,34196.8719280443
"Black spruce","2.3",1.6,58458.483723336,59650.4465436596,64386.1124271239
"Other species","2.3",1.6,19847.1792385376,21794.6539213092,21425.627017769
"All species","2.3",1.7,150027.752033185,157123.931593998,167751.681475077
"Jack pine","2.3",1.7,39744.1215417651,40338.6622220659,45629.9414954556
"Trembling aspen","2.3",1.7,29812.8719694948,31824.1167581104,34187.1218809442
"Black spruce","2.3",1.7,58536.1966661738,59814.524373651,64393.6480458565
"Other species","2.3",1.7,19920.5950904835,21845.1922416828,21437.3895563104
"All species","2.3",1.8,150392.606371078,157511.675609978,167776.351079967
"Jack pine","2.3",1.8,39822.9972336614,40410.3823009269,45642.5492969233
"Trembling aspen","2.3",1.8,29990.8829704551,31932.9162595879,34181.8990431682
"Black spruce","2.3",1.8,58638.8227708931,60015.0772606785,64408.2847691768
"Other species","2.3",1.8,20006.4620180484,21902.5703369781,21456.1630244412
"All species","2.3",1.9,150837.436058594,157975.520624651,167818.778385258
"Jack pine","2.3",1.9,39924.3044294652,40501.3422693605,45656.0365321036
"Trembling aspen","2.3",1.9,30196.6928309204,32060.9248040925,34181.5265675084
"Black spruce","2.3",1.9,58766.9984285243,60248.152822549,64430.1203629271
"Other species","2.3",1.9,20103.6297392512,21965.485204445,21481.9965670745
"All species","2.3",2,151357.273820732,158504.2516528,167879.079145734
"Jack pine","2.3",2,40045.9697824233,40609.6114352766,45670.3093783944
"Trembling aspen","2.3",2,30424.7711325259,32204.3014888197,34186.212125001
"Black spruce","2.3",2,58920.1307892135,60508.1434799686,64459.1066904188
"Other species","2.3",2,20210.4620522929,22032.5580528584,21514.7406572954
"All species","2.4",0,150050.058963637,158725.7123345,169124.912095108
"Jack pine","2.4",0,40048.0619229837,40631.5145882332,45562.2854969462
"Trembling aspen","2.4",0,29633.4867115227,32070.9805131101,34630.6415071771
"Black spruce","2.4",0,58570.0896087423,60005.8035848773,64932.6107069013
"Other species","2.4",0,19756.3495792021,21967.6503725628,21780.5534617706
"All species","2.4",0.1,149992.816908236,158503.095579312,168992.950992877
"Jack pine","2.4",0.1,40028.4213164417,40609.0590691835,45557.2928463122
"Trembling aspen","2.4",0.1,29614.735083498,32029.2890871782,34601.02799045
"Black spruce","2.4",0.1,58553.2467801592,59937.2498761139,64877.7383673766
"Other species","2.4",0.1,19744.4978427273,21928.7484633818,21748.7040753337
"All species","2.4",0.2,149931.599357084,158276.132589598,168864.13842196
"Jack pine","2.4",0.2,40006.5639651784,40584.7411419974,45553.2442746145
"Trembling aspen","2.4",0.2,29594.7338776299,31986.5390671527,34570.9917009667
"Black spruce","2.4",0.2,58535.4332269291,59867.6561611797,64824.381822768
"Other species","2.4",0.2,19732.1615733382,21889.9562517417,21716.6600466172
"All species","2.4",0.3,149866.365904669,158045.837147183,168738.923816695
"Jack pine","2.4",0.3,39982.2703267442,40558.3779078013,45550.184399071
"Trembling aspen","2.4",0.3,29573.4842707803,31942.7962442516,34540.6218072476
"Black spruce","2.4",0.3,58516.6000027102,59797.3431093489,64772.7684966341
"Other species","2.4",0.3,19719.5171448988,21851.7613761412,21684.5797217921
"All species","2.4",0.4,149797.269284363,157813.741054969,168617.791564884
"Jack pine","2.4",0.4,39955.3574070429,40529.8331135959,45548.1493799949
"Trembling aspen","2.4",0.4,29551.0769021268,31898.2329706143,34510.0235276033
"Black spruce","2.4",0.4,58496.739904656,59726.8070500751,64723.1380922321
"Other species","2.4",0.4,19706.820475445,21814.7839804374,21652.6668607001
"All species","2.4",0.5,149724.765130212,157582.002796761,168501.267532091
"Jack pine","2.4",0.5,39925.7179989071,40499.0577589218,45547.1670049307
"Trembling aspen","2.4",0.5,29527.7454773096,31853.1691157216,34479.3212832939
"Black spruce","2.4",0.5,58475.9176015641,59656.7795387873,64675.7442041017
"Other species","2.4",0.5,19694.4299984203,21779.7717245335,21621.1716966885
"All species","2.4",0.6,149649.766338355,157353.559790644,168389.927421574
"Jack pine","2.4",0.6,39893.3787581019,40466.1475210126,45547.2567545069
"Trembling aspen","2.4",0.6,29503.9409120427,31808.1234155377,34448.6623352967
"Black spruce","2.4",0.6,58454.3132141691,59588.3167563843,64630.8574355319
"Other species","2.4",0.6,19682.8340306457,21747.5871953023,21590.3927118855
"All species","2.4",0.7,149573.851512294,157132.329711683,168284.407868301
"Jack pine","2.4",0.7,39858.5815862188,40431.4188862661,45548.4300906701
"Trembling aspen","2.4",0.7,29480.4293012083,31763.8778676769,34418.2208894527
"Black spruce","2.4",0.7,58432.282479149,59522.9185148832,64588.7700196707
"Other species","2.4",0.7,19672.6815266444,21719.1881841002,21560.6797541255
"All species","2.4",0.8,149499.530516983,156923.44382715,168185.420273416
"Jack pine","2.4",0.8,39821.8896957233,40395.5023294474,45550.6912469879
"Trembling aspen","2.4",0.8,29458.4145456638,31721.5559368339,34388.2026592104
"Black spruce","2.4",0.8,58410.4349161829,59462.6636714226,64549.8012493838
"Other species","2.4",0.8,19664.8133229052,21695.5989283546,21532.4383796314
"All species","2.4",0.9,149430.553648255,156733.470280935,168093.766048715
"Jack pine","2.4",0.9,39784.3122751983,40359.4446070751,45554.0387182475
"Trembling aspen","2.4",0.9,29439.6800098227,31682.7092537911,34358.8498440385
"Black spruce","2.4",0.9,58389.7271418493,59410.3352141452,64514.3022905641
"Other species","2.4",0.9,19660.2876480697,21677.8701990516,21506.1345012959
"All species","2.4",1,149372.221247944,156570.558099715,168010.350370546
"Jack pine","2.4",1,39747.4291920211,40324.8024144072,45558.4674546745
"Trembling aspen","2.4",1,29426.7299919923,31649.3954839405,34330.4462739956
"Black spruce","2.4",1,58371.5609029975,59369.4972099432,64482.6585915918
"Other species","2.4",1,19660.3890272923,21667.0277830876,21482.2975009494
"All species","2.4",1.1,149331.61182126,156444.403696905,167936.190011412
"Jack pine","2.4",1.1,39713.4819318971,40293.6972670387,45563.9714714725
"Trembling aspen","2.4",1.1,29422.8900146089,31624.2132766977,34303.32194013
"Black spruce","2.4",1.1,58357.8652518159,59344.4779872362,64455.2883707052
"Other species","2.4",1.1,19666.6056694143,21664.0102183985,21461.5189200943
"All species","2.4",1.2,149317.614670534,156365.925498237,167872.409809602
"Jack pine","2.4",1.2,39685.3852543038,40268.7926384603,45570.5462096545
"Trembling aspen","2.4",1.2,29432.3004793668,31610.2461656949,34277.8553587759
"Black spruce","2.4",1.2,58351.1328239487,59340.2115318509,64432.636383752
"Other species","2.4",1.2,19680.5612348608,21669.5974208218,21444.4431429455
"All species","2.4",1.3,149340.651503092,156346.559240018,167820.222584894
"Jack pine","2.4",1.3,39666.6146787848,40253.1591022573,45578.1896505629
"Trembling aspen","2.4",1.3,29459.726000057,31610.8692772118,34254.4716396699
"Black spruce","2.4",1.3,58354.3769972959,59361.9005242381,64415.1628153453
"Other species","2.4",1.3,19703.8963124302,21684.3347343846,21431.7470376657
"All species","2.4",1.4,149412.017477111,156397.175586723,167780.889449626
"Jack pine","2.4",1.4,39660.9448693242,40250.0169382525,45586.9011689414
"Trembling aspen","2.4",1.4,29510.1237978291,31629.4018505104,34233.6343122882
"Black spruce","2.4",1.4,58370.9851010935,59414.4993570078,64403.3273529832
"Other species","2.4",1.4,19738.1104662532,21708.462700097,21424.1078180248
"All species","2.4",1.5,149542.862892328,156526.753057699,167755.661301299
"Jack pine","2.4",1.5,39672.0529879543,40262.3826973421,45596.6776662971
"Trembling aspen","2.4",1.5,29587.9825116797,31668.6423935104,34215.830090105
"Black spruce","2.4",1.5,58404.4640844869,59502.0727122659,64397.5685111084
"Other species","2.4",1.5,19784.3889795311,21741.8673896965,21422.1616418176
"All species","2.4",1.6,149742.948535512,156741.059854195,167745.706450601
"Jack pine","2.4",1.6,39703.0488339539,40292.6825516361,45607.5075331743
"Trembling aspen","2.4",1.6,29696.5438840003,31730.3813458592,34201.5472604576
"Black spruce","2.4",1.6,58458.1043070159,59627.1472111064,64398.2786202551
"Other species","2.4",1.6,19843.4443947459,21784.0651314262,21426.4581052066
"All species","2.4",1.7,150019.401768037,157041.651260352,167752.03227917
"Jack pine","2.4",1.7,39756.0313575155,40342.4158907244,45619.363882276
"Trembling aspen","2.4",1.7,29837.1064346563,31815.0188204559,34191.2494473658
"Black spruce","2.4",1.7,58534.6145233582,59790.2108009339,64405.7759372411
"Other species","2.4",1.7,19915.402763764,21834.2288660655,21437.4168891979
"All species","2.4",1.8,150375.734942759,157425.44097353,167775.409976498
"Jack pine","2.4",1.8,39831.7789337922,40411.9473405375,45632.198747576
"Trembling aspen","2.4",1.8,30008.6255272946,31921.4006260294,34185.3468812227
"Black spruce","2.4",1.8,58635.7958987443,59989.4999877027,64420.2767974585
"Other species","2.4",1.8,19999.7587844482,21891.2539940574,21455.2925248695
"All species","2.4",1.9,150811.339692628,157884.961671399,167816.311093962
"Jack pine","2.4",1.9,39929.6492773035,40500.473316945,45645.9395156259
"Trembling aspen","2.4",1.9,30207.7442552082,32046.9247438581,34184.1675105711
"Black spruce","2.4",1.9,58762.3183716319,60221.1432931524,64441.8718390449
"Other species","2.4",1.9,20095.4113514179,21953.8523708328,21480.1520044864
"All species","2.4",2,151321.553032264,158409.243008772,167874.863260203
"Jack pine","2.4",2,40047.7045993331,40606.1616228192,45660.488127391
"Trembling aspen","2.4",2,30429.2469115585,32187.8875943814,34187.9307270068
"Black spruce","2.4",2,58913.639714719,60479.6259029677,64470.5103876922
"Other species","2.4",2,20200.7732666087,22020.6570435123,21511.8679090205
"All species","2.5",0,150076.028102216,158639.921167845,169130.166297229
"Jack pine","2.5",0,40066.4862894451,40637.6147749565,45554.0425244812
"Trembling aspen","2.5",0,29681.4878091019,32067.583709688,34634.1334100951
"Black spruce","2.5",0,58571.7683447738,59976.2940537575,64942.007085844
"Other species","2.5",0,19760.5285163516,21959.7793973912,21782.4508833542
"All species","2.5",0.1,150019.297582671,158418.737867518,168998.07235324
"Jack pine","2.5",0.1,40047.1728374362,40615.5339442533,45548.6678102226
"Trembling aspen","2.5",0.1,29663.107547801,32026.3507031525,34604.7711383726
"Black spruce","2.5",0.1,58555.0933936486,59908.3691653101,64887.2731416657
"Other species","2.5",0.1,19748.7353479798,21920.8907656649,21750.8496439078
"All species","2.5",0.2,149958.57223883,158193.319144069,168869.133907652
"Jack pine","2.5",0.2,40025.6617487252,40591.610124406,45544.2486547105
"Trembling aspen","2.5",0.2,29643.4756755979,31984.0692294245,34574.9859637247
"Black spruce","2.5",0.2,58537.4536048139,59839.4545772017,64834.0521636266
"Other species","2.5",0.2,19736.4418314027,21882.1128291372,21719.0559498391
"All species","2.5",0.3,149893.798137435,157964.671588784,168743.80452753
"Jack pine","2.5",0.3,40001.7323082704,40565.6603418244,45540.8344990371
"Trembling aspen","2.5",0.3,29622.5853952518,31940.8007572922,34544.8650306649
"Black spruce","2.5",0.3,58518.7994947197,59769.8707081687,64782.5751866899
"Other species","2.5",0.3,19723.8184123379,21843.9299800873,21687.2217691484
"All species","2.5",0.4,149825.109366736,157734.313128894,168622.57117292
"Jack pine","2.5",0.4,39975.1984527103,40537.5467176071,45538.465972947
"Trembling aspen","2.5",0.4,29600.5150331355,31896.7109232558,34514.511199383
"Black spruce","2.5",0.4,58499.1226266098,59700.1115602778,64733.0860016551
"Other species","2.5",0.4,19711.1136065901,21806.9580219554,21655.5434168905
"All species","2.5",0.5,149752.935925066,157504.379844486,168505.960495503
"Jack pine","2.5",0.5,39945.9469757072,40507.2161927403,45537.1750373382
"Trembling aspen","2.5",0.5,29577.4797356091,31852.1097103339,34484.0460511648
"Black spruce","2.5",0.5,58478.4853349275,59630.9033576803,64685.8424056715
